candidate_id,resolved_openml_id,source_pools,source_dataset_ids,dataset_name,retrieval_timestamp_utc,objective_eligible,semantic_eligible,duplicate_status,first_exclusion_reason,final_decision,openml_version,target_name,description_excerpt,class_labels,minority_label,majority_label,n_rows,n_source_features,n_numeric,n_categorical,n_continuous,n_encoded_features,missing_indicator_count,n_minority,n_majority,minority_prevalence,treatment_intensity_r,missing_fraction,max_balanced_train_size,raw_checksum,objective_checks_json,dtype_disagreement,check_binary,check_rows_in_range,check_has_continuous,check_prevalence_ge_0_02,check_prevalence_le_upper,check_minority_count_ge_250,check_missing_lt_10pct,check_encoded_features_le_100,check_tabpfn_envelope_balanced_train_le_10000,check_treatment_intensity_r_ge_0_5,review_status,semantic_decision,semantic_decision_reason,pipeline_determinism_candidate,suspected_issue
openml:1050,1050,climb;openml_cc18,climb:1050;openml_cc18:1050,pc3,2026-08-31T21:40:57.247818+00:00,False,False,none,objective_fail:minority_count_ge_250,EXCLUDE,1,c,"**Author**: Mike Chapman, NASA  
**Source**: [tera-PROMISE](http://openscience.us/repo/defect/mccabehalsted/pc3.html) - 2004  
**Please cite**: Sayyad Shirabad, J. and Menzies, T.J. (2005) The PROMISE Repository of Software Engineering Databases. School of Information Technology and Engineering, University of Ottawa, Canada.  
  
**PC3 Software defect prediction**  
One of the NASA Metrics Data Program defect data sets. Data from flight software for earth orbiting satellite. Data comes from McCabe and Halstead features extractors of source code.  These features were defined in the 70s in an attempt to objectively characterize code features that are associated with software quality.

### Relevant papers  

- Shepperd, M. and Qinbao Song and Zhongbin Sun and Mair, C. (2013)
Data Quality: Som",False|True,True,False,1563.0,37.0,37.0,0.0,14.0,37.0,0.0,160.0,1403.0,0.1023672424824056,7.76875,0.0,1402.0,2eb855e26fb804da7105951fc6eb94a47957af21e9f63fe251f78d646c9682ac,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": false, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true, ""treatment_intensity_r_ge_0_5"": true}",False,True,True,True,True,True,False,True,True,True,True,,,,,
openml:1053,1053,openml_cc18,openml_cc18:1053,jm1,2026-08-31T21:40:57.275927+00:00,False,False,none,prefilter_rows_out_of_range:10885.0,EXCLUDE,1,defects,"**Author**: [Mike Chapman, Galaxy Global Corporation](Robert.Chapman@ivv.nasa.gov)  
**Source**: [PROMISE Repository](http://promise.site.uottawa.ca/SERepository)  
**Please cite**: please follow the acknowledgment guidelines posted on [the PROMISE repository web page](http://promise.site.uottawa.ca/SERepository).  

This is a PROMISE data set made publicly available in order to encourage repeatable, verifiable, refutable, and/or improvable predictive models of software engineering.

If you publish material based on PROMISE data sets then, please follow the acknowledgment guidelines posted on [the PROMISE repository web page](http://promise.site.uottawa.ca/SERepository).

## Title/Topic
JM1/software defect prediction


## Sources
* **Creators:**  NASA, then the NASA Metrics Data Program, h",,,,10885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openml:1054,1054,climb,climb:1054,mc2,2026-08-31T21:40:57.956974+00:00,False,False,none,prefilter_rows_out_of_range:161.0,EXCLUDE,1,c,"**Author**: Mike Chapman, NASA  
**Source**: [tera-PROMISE](http://openscience.us/repo/defect/mccabehalsted/mc2.html) - 2004  
**Please cite**: Sayyad Shirabad, J. and Menzies, T.J. (2005) The PROMISE Repository of Software Engineering Databases. School of Information Technology and Engineering, University of Ottawa, Canada.  
  
**MC2 Software defect prediction**  
One of the NASA Metrics Data Program defect data sets. The specific type of software is unknown. Data comes from McCabe and Halstead features extractors of source code.  These features were defined in the 70s in an attempt to objectively characterize code features that are associated with software quality.

### Relevant papers  

- Shepperd, M. and Qinbao Song and Zhongbin Sun and Mair, C. (2013)
Data Quality: Some Comments on ",,,,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openml:1063,1063,openml_cc18,openml_cc18:1063,kc2,2026-08-31T21:40:57.957969+00:00,False,False,none,objective_fail:minority_count_ge_250,EXCLUDE,1,problems,"**Author**: Mike Chapman, NASA  
**Source**: [tera-PROMISE](http://openscience.us/repo/defect/mccabehalsted/kc2.html) - 2004  
**Please cite**: Sayyad Shirabad, J. and Menzies, T.J. (2005) The PROMISE Repository of Software Engineering Databases. School of Information Technology and Engineering, University of Ottawa, Canada.  
  
**KC2 Software defect prediction**  
One of the NASA Metrics Data Program defect data sets. Data from software for science data processing. Data comes from McCabe and Halstead features extractors of source code.  These features were defined in the 70s in an attempt to objectively characterize code features that are associated with software quality.

### Attribute Information  

1. loc             : numeric % McCabe's line count of code
2. v(g)            : numeric",no|yes,yes,no,522.0,21.0,21.0,0.0,17.0,21.0,0.0,107.0,415.0,0.2049808429118774,2.878504672897196,0.0,414.0,39031116581e63c2ba1fc3b3747da2c5d2a70ca5a3c0a7e3e0f1dfb3c1c45272,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": false, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true, ""treatment_intensity_r_ge_0_5"": true}",False,True,True,True,True,True,False,True,True,True,True,,,,,
openml:1067,1067,climb;openml_cc18,climb:1067;openml_cc18:1067,kc1,2026-08-31T21:40:59.217976+00:00,True,True,none,,KEEP,1,defects,"**Author**: Mike Chapman, NASA  
**Source**: [tera-PROMISE](http://openscience.us/repo/defect/mccabehalsted/kc1.html) - 2004  
**Please cite**: Sayyad Shirabad, J. and Menzies, T.J. (2005) The PROMISE Repository of Software Engineering Databases. School of Information Technology and Engineering, University of Ottawa, Canada.  
  
**KC1 Software defect prediction**  
One of the NASA Metrics Data Program defect data sets. Data from software for storage management for receiving and processing ground data. Data comes from McCabe and Halstead features extractors of source code.  These features were defined in the 70s in an attempt to objectively characterize code features that are associated with software quality.

### Attribute Information  

1. loc             : numeric % McCabe's line count ",False|True,True,False,2109.0,21.0,21.0,0.0,17.0,21.0,0.0,326.0,1783.0,0.1545756282598387,4.469325153374233,0.0,1784.0,6fecfff679a8168cdf32dd8a3a01a59ec1e2cbd0d8405141a971599450c5c730,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true, ""treatment_intensity_r_ge_0_5"": true}",False,True,True,True,True,True,True,True,True,True,True,PROPOSED_KEEP_METADATA_CLEAR,KEEP,openml_cc18_curated_benchmark_no_semantic_keyword_hits,,
openml:1068,1068,climb;openml_cc18,climb:1068;openml_cc18:1068,pc1,2026-08-31T21:40:59.245857+00:00,False,False,none,objective_fail:minority_count_ge_250,EXCLUDE,1,defects,"**Author**: Mike Chapman, NASA  
**Source**: [tera-PROMISE](http://openscience.us/repo/defect/mccabehalsted/pc1.html) - 2004  
**Please cite**: Sayyad Shirabad, J. and Menzies, T.J. (2005) The PROMISE Repository of Software Engineering Databases. School of Information Technology and Engineering, University of Ottawa, Canada.  
  

**PC1 Software defect prediction**  
One of the NASA Metrics Data Program defect data sets. Data from flight software for earth orbiting satellite. Data comes from McCabe and Halstead features extractors of source code.  These features were defined in the 70s in an attempt to objectively characterize code features that are associated with software quality.

### Attribute Information  

1. loc             : numeric % McCabe's line count of code
2. v(g)            ",False|True,True,False,1109.0,21.0,21.0,0.0,17.0,21.0,0.0,77.0,1032.0,0.0694319206492335,12.4025974025974,0.0,1032.0,e6036085659cba6a27d6fd24946433d5392d54304ceb28de0a85e738b3edaac5,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": false, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true, ""treatment_intensity_r_ge_0_5"": true}",False,True,True,True,True,True,False,True,True,True,True,,,,,
openml:1217,1217,climb,climb:1217,Click_prediction_small,2026-08-31T21:40:59.266628+00:00,False,False,none,prefilter_rows_out_of_range:149639.0,EXCLUDE,2,click,"**Author**:   
**Source**: Unknown - Date unknown  
**Please cite**:   

Even smaller sample of version 1",,,,149639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openml:1461,1461,openml_cc18,openml_cc18:1461,bank-marketing,2026-08-31T21:40:59.267439+00:00,False,False,none,prefilter_rows_out_of_range:45211.0,EXCLUDE,1,Class,"**Author**: Paulo Cortez, Sérgio Moro
**Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/bank+marketing)
**Please cite**: S. Moro, R. Laureano and P. Cortez. Using Data Mining for Bank Direct Marketing: An Application of the CRISP-DM Methodology. In P. Novais et al. (Eds.), Proceedings of the European Simulation and Modelling Conference - ESM'2011, pp. 117-121, Guimarães, Portugal, October, 2011. EUROSIS.       

**Bank Marketing**  
The data is related with direct marketing campaigns of a Portuguese banking institution. The marketing campaigns were based on phone calls. Often, more than one contact to the same client was required, in order to access if the product (bank term deposit) would be (or not) subscribed. 

The classification goal is to predict if the client will subscribe ",,,,45211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openml:1462,1462,openml_cc18,openml_cc18:1462,banknote-authentication,2026-08-31T21:40:59.997177+00:00,False,False,none,"objective_fail:prevalence_le_upper,treatment_intensity_r_ge_0_5",EXCLUDE,1,Class,"Author: Volker Lohweg (University of Applied Sciences, Ostwestfalen-Lippe)  
Source: [UCI](https://archive.ics.uci.edu/ml/datasets/banknote+authentication) - 2012  
Please cite: [UCI](https://archive.ics.uci.edu/ml/citation_policy.html) 

Dataset about distinguishing genuine and forged banknotes. Data were extracted from images that were taken from genuine and forged banknote-like specimens. For digitization, an industrial camera usually used for print inspection was used. The final images have 400x 400 pixels. Due to the object lens and distance to the investigated object gray-scale pictures with a resolution of about 660 dpi were gained. A Wavelet Transform tool was used to extract features from these images.

### Attribute Information  

V1. variance of Wavelet Transformed image (contin",1|2,2,1,1372.0,4.0,4.0,0.0,4.0,4.0,0.0,610.0,762.0,0.4446064139941691,0.2491803278688523,0.0,762.0,ab9d5d0ed48f373c52346909b7cf49819022cd2672db5fde71ecf87bc9e61516,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": false, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true, ""treatment_intensity_r_ge_0_5"": false}",False,True,True,True,True,False,True,True,True,True,False,,,,,
openml:1464,1464,climb;openml_cc18,climb:1464;openml_cc18:1464,blood-transfusion-service-center,2026-08-31T21:41:01.273005+00:00,False,False,none,"objective_fail:has_continuous,minority_count_ge_250",EXCLUDE,1,Class,"**Author**: Prof. I-Cheng Yeh  
**Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/Blood+Transfusion+Service+Center)  
**Please cite**: Yeh, I-Cheng, Yang, King-Jang, and Ting, Tao-Ming, ""Knowledge discovery on RFM model using Bernoulli sequence"", Expert Systems with Applications, 2008.   

**Blood Transfusion Service Center Data Set**  
Data taken from the Blood Transfusion Service Center in Hsin-Chu City in Taiwan -- this is a classification problem.

To demonstrate the RFMTC marketing model (a modified version of RFM), this study adopted the donor database of Blood Transfusion Service Center in Hsin-Chu City in Taiwan. The center passes their blood transfusion service bus to one university in Hsin-Chu City to gather blood donated about every three months. To build an FRMTC model,",1|2,2,1,748.0,4.0,4.0,0.0,0.0,4.0,0.0,178.0,570.0,0.2379679144385026,2.202247191011236,0.0,570.0,6db784b97b7e4d6c9dffdf2b838c1833553af87cb167ac40dbc2b7492798910a,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": false, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": false, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true, ""treatment_intensity_r_ge_0_5"": true}",False,True,True,False,True,True,False,True,True,True,True,,,,,
openml:1468,1468,openml_cc18,openml_cc18:1468,cnae-9,2026-08-31T21:41:01.290869+00:00,False,False,none,prefilter_not_binary:9.0,EXCLUDE,1,Class,"**Author**: Patrick Marques Ciarelli, Elias Oliviera   
**Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/CNAE-9) - 2010  
**Please cite**:   

### Description

This is a data set containing 1080 documents of free text business descriptions of Brazilian companies categorized into a subset of 9 categories.

### Source
```
Patrick Marques Ciarelli, pciarelli '@' lcad.inf.ufes.br, Department of Electrical Engineering, Federal University of Espirito Santo 
Elias Oliveira, elias '@' lcad.inf.ufes.br, Department of Information Science, Federal University of Espirito Santo
```

### Data Set Information

This is a data set containing 1080 documents of free text business descriptions of Brazilian companies categorized into a 
subset of 9 categories cataloged in a table called National Class",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openml:1475,1475,climb;openml_cc18,climb:1475;openml_cc18:1475,first-order-theorem-proving,2026-08-31T21:41:01.985589+00:00,False,False,none,prefilter_not_binary:6.0,EXCLUDE,1,Class,"**Author**: James P Bridge, Sean B Holden and Lawrence C Paulson 
  
**Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/First-order+theorem+proving)  

**Please cite**: James P Bridge, Sean B Holden and Lawrence C Paulson . Machine learning for first-order theorem proving: learning to select a good heuristic. Journal of Automated Reasoning, Springer 2012/13. 

Source:

James P Bridge, Sean B Holden and Lawrence C Paulson 

University of Cambridge 
Computer Laboratory 
William Gates Building 
15 JJ Thomson Avenue 
Cambridge CB3 0FD 
UK 

+44 (0)1223 763500 
forename.surname '@' cl.cam.ac.uk


Data Set Information:

See the file dataset file.


Attribute Information:

The attributes are a mixture of static and dynamic features derived from theorems to be proved. See the paper for full",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openml:1478,1478,openml_cc18,openml_cc18:1478,har,2026-08-31T21:41:01.986617+00:00,False,False,none,prefilter_rows_out_of_range:10299.0,EXCLUDE,1,Class,"**Author**: Jorge L. Reyes-Ortiz, Davide Anguita, Alessandro Ghio, Luca Oneto and Xavier Parra  
**Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/human+activity+recognition+using+smartphones)  
**Please cite**: Davide Anguita, Alessandro Ghio, Luca Oneto, Xavier Parra and Jorge L. Reyes-Ortiz. A Public Domain Dataset for Human Activity Recognition Using Smartphones. 21th European Symposium on Artificial Neural Networks, Computational Intelligence and Machine Learning, ESANN 2013. Bruges, Belgium 24-26 April 2013.   

**Human Activity Recognition**  
Human Activity Recognition (HAR) database built from the recordings of 30 subjects performing activities of daily living (ADL) while carrying a waist-mounted smartphone with embedded inertial sensors. This dataset version contains all ",,,,10299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openml:1480,1480,openml_cc18,openml_cc18:1480,ilpd,2026-08-31T21:41:02.671713+00:00,False,False,none,objective_fail:minority_count_ge_250,EXCLUDE,1,Class,"**Author**: Bendi Venkata Ramana, M. Surendra Prasad Babu, N. B. Venkateswarlu  
**Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/ILPD+(Indian+Liver+Patient+Dataset)) - 2012  
**Please cite**: [UCI](https://archive.ics.uci.edu/ml/citation_policy.html)  

**Indian Liver Patient Dataset**  
This data set contains 416 liver patient records and 167 non liver patient records.The data set was collected from north east of Andhra Pradesh, India. The class label divides the patients into 2 groups (liver patient or not). This data set contains 441 male patient records and 142 female patient records. 

### Attribute Information  
V1. Age of the patient. Any patient whose age exceeded 89 is listed as being of age ""90"".  
V2. Gender of the patient  
V3. Total Bilirubin  
V4. Direct Bilirubin  ",1|2,2,1,583.0,10.0,9.0,1.0,5.0,10.0,0.0,167.0,416.0,0.2864493996569468,1.4910179640718564,0.0,416.0,b00a7f9b73e6e37ab2c53ff5aa705f0f00dc4707e035b9a1ac355d40ddd69fd6,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": false, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true, ""treatment_intensity_r_ge_0_5"": true}",False,True,True,True,True,True,False,True,True,True,True,,,,,
openml:1485,1485,openml_cc18,openml_cc18:1485,madelon,2026-08-31T21:41:04.023085+00:00,False,False,none,Structural zero treatment: minority prevalence=0.5 implies k=N_majority-N_minority=0.,EXCLUDE,1,Class,"**Author**: Isabelle Guyon  
**Source**: [UCI](http://archive.ics.uci.edu/ml/datasets/madelon)  
**Please cite**: Isabelle Guyon, Steve R. Gunn, Asa Ben-Hur, Gideon Dror, 2004. Result analysis of the NIPS 2003 feature selection challenge.

#### Abstract: 

MADELON is an artificial dataset, which was part of the NIPS 2003 feature selection challenge. This is a two-class classification problem with continuous input variables. The difficulty is that the problem is multivariate and highly non-linear.

#### Source:

Isabelle Guyon 
Clopinet 
955 Creston Road 
Berkeley, CA 90708 
isabelle '@' clopinet.com 

#### Data Set Information:

MADELON is an artificial dataset containing data points grouped in 32 clusters placed on the vertices of a five-dimensional hypercube and randomly labeled +1 or -1",,1,2,2600.0,500.0,,0.0,0.0,500.0,,1300.0,1300.0,0.5,0.0,0.0,,,,,,,,,,,,,,,,,,True,
openml:1486,1486,openml_cc18,openml_cc18:1486,nomao,2026-08-31T21:41:05.875839+00:00,False,False,none,prefilter_rows_out_of_range:34465.0,EXCLUDE,1,Class,"**Author**: Nomao Labs

**Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/Nomao)

**Please cite**: Laurent Candillier and Vincent Lemaire. Design and Analysis of the Nomao Challenge - Active Learning in the Real-World. In: Proceedings of the ALRA : Active Learning in Real-world Applications, Workshop ECML-PKDD 2012, Friday, September 28, 2012, Bristol, UK.

1. Data set title:
Nomao Data Set 


2. Abstract: 
Nomao collects data about places (name, phone, localization...) from many sources. Deduplication consists in detecting what data refer to the same place. Instances in the dataset compare 2 spots.

3. Data Set Characteristics:  

- Univariate
- Area: Computer
- Attribute Characteristics: Real
- Associated Tasks: Classification
- Missing Values?: Yes


4. Source:

(a) Original own",,,,34465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openml:1487,1487,climb;openml_cc18,climb:1487;openml_cc18:1487,ozone-level-8hr,2026-08-31T21:41:06.570760+00:00,False,False,none,objective_fail:minority_count_ge_250,EXCLUDE,1,Class,"**Author**: Kun Zhang, Wei Fan, XiaoJing Yuan

**Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/ozone+level+detection)

**Please cite**:   

Forecasting skewed biased stochastic ozone days: analyses, solutions and beyond, Knowledge and Information Systems, Vol. 14, No. 3, 2008. 


1 . Abstract: 
Two ground ozone level data sets are included in this collection. One is the eight hour peak set (eighthr.data), the other is the one hour peak set (onehr.data). Those data were collected from 1998 to 2004 at the Houston, Galveston and Brazoria area.

2. Source:

Kun Zhang, zhang.kun05 '@' gmail.com, Department of Computer Science, Xavier University of Lousiana 
Wei Fan, wei.fan '@' gmail.com, IBM T.J.Watson Research 
XiaoJing Yuan, xyuan '@' uh.edu, Engineering Technology Department, Coll",1|2,2,1,2534.0,72.0,72.0,0.0,72.0,72.0,0.0,160.0,2374.0,0.0631412786108918,13.8375,0.0,2374.0,b8ab7e01abcbdb864c3d567ffa02ee76398c401fb7765d0732b1beafb8b65015,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": false, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true, ""treatment_intensity_r_ge_0_5"": true}",False,True,True,True,True,True,False,True,True,True,True,,,,,
openml:1489,1489,climb;openml_cc18,climb:1489;openml_cc18:1489,phoneme,2026-08-31T21:41:06.610206+00:00,True,True,none,,KEEP,1,Class,"**Author**: Dominique Van Cappel, THOMSON-SINTRA  
**Source**: [KEEL](http://sci2s.ugr.es/keel/dataset.php?cod=105#sub2), [ELENA](https://www.elen.ucl.ac.be/neural-nets/Research/Projects/ELENA/databases/REAL/phoneme/) - 1993  
**Please cite**: None  

The aim of this dataset is to distinguish between nasal (class 0) and oral sounds (class 1). Five different attributes were chosen to characterize each vowel: they are the amplitudes of the five first harmonics AHi, normalised by the total energy Ene (integrated on all the frequencies): AHi/Ene. The phonemes are transcribed as follows: sh as in she, dcl as in dark, iy as the vowel in she, aa as the vowel in dark, and ao as the first vowel in water.  

### Source

The current dataset was formatted by the KEEL repository, but originally hosted ",1|2,2,1,5404.0,5.0,5.0,0.0,5.0,5.0,0.0,1586.0,3818.0,0.2934863064396743,1.4073139974779318,0.0,3818.0,c6b2d6cce799e15d6629333d542f6ec0a703eade0fa7c0ca22e712520e84fc16,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true, ""treatment_intensity_r_ge_0_5"": true}",False,True,True,True,True,True,True,True,True,True,True,METHODOLOGICAL_KEEP_RECORDED,KEEP,ELENA phoneme representation contains no usable speaker/group identifier; conventionally evaluated as IID in tabular benchmarking.,,
openml:1490,1490,climb,climb:1490,planning-relax,2026-08-31T21:41:06.650407+00:00,False,False,none,prefilter_rows_out_of_range:182.0,EXCLUDE,1,Class,"**Author**: Rajen Bhatt  

**Source**: UCI 

**Please cite**: Rajen Bhatt, 'Planning-Relax Dataset for Automatic Classification of EEG Signals', UCI Machine Learning Repository


* Title:

Planning Relax Data Set 


* Abstract: 

The dataset concerns with the classification of two mental stages from recorded EEG signals: Planning (during imagination of motor act) and Relax state.

* Data Set Characteristics:  

Univariate
Number of Instances: 182
Area: Computer
Attribute Characteristics: Real
Number of Attributes: 13
Associated Tasks: Classification
Missing Values? N/A

* Source:

Rajen Bhatt, rajen.bhatt '@' gmail.com, IIT Delhi


* Data Set Information:

EEG record contains many regular oscillations, which are believed to reflect synchronized rhythmic activity in a group of neurons. Most",,,,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openml:1494,1494,openml_cc18,openml_cc18:1494,qsar-biodeg,2026-08-31T21:41:06.651318+00:00,True,False,removed_duplicate_variant_tabarena_precedence,duplicate_of:46952|tabarena_precedence,EXCLUDE,1,Class,"**Author**: Kamel Mansouri, Tine Ringsted, Davide Ballabio  
**Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/QSAR+biodegradation)  
**Please cite**: Mansouri, K., Ringsted, T., Ballabio, D., Todeschini, R., Consonni, V. (2013). Quantitative Structure - Activity Relationship models for ready biodegradability of chemicals. Journal of Chemical Information and Modeling, 53, 867-878 


QSAR biodegradation Data Set 

* Abstract: 

Data set containing values for 41 attributes (molecular descriptors) used to classify 1055 chemicals into 2 classes (ready and not ready biodegradable).


* Source:

Kamel Mansouri, Tine Ringsted, Davide Ballabio (davide.ballabio '@' unimib.it), Roberto Todeschini, Viviana Consonni, Milano Chemometrics and QSAR Research Group (http://michem.disat.unimib.it/ch",1|2,2,1,1055.0,41.0,41.0,0.0,17.0,41.0,0.0,356.0,699.0,0.3374407582938388,0.9634831460674158,0.0,700.0,296d6233dee7c3a194bcaa19e2b1b365d900d5b4bcd94db480c8e1c0d3a761de,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true, ""treatment_intensity_r_ge_0_5"": true}",False,True,True,True,True,True,True,True,True,True,True,PROPOSED_KEEP_METADATA_CLEAR,KEEP,openml_cc18_curated_benchmark_no_semantic_keyword_hits,,
openml:1497,1497,openml_cc18,openml_cc18:1497,wall-robot-navigation,2026-08-31T21:41:08.080674+00:00,False,False,none,prefilter_not_binary:4.0,EXCLUDE,1,Class,"**Author**: Ananda Freire, Marcus Veloso and Guilherme Barreto     
**Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/Wall-Following+Robot+Navigation+Data) - 2010  
**Please cite**: [UCI](https://archive.ics.uci.edu/ml/citation_policy.html)

**Wall-Following Robot Navigation Data Data Set**  
The data were collected as the SCITOS G5 robot navigates through the room following the wall in a clockwise direction, for 4 rounds, using 24 ultrasound sensors arranged circularly around its 'waist'.

The data consists of raw values of the measurements of all 24 ultrasound sensors and the corresponding class label. Sensor readings are sampled at a rate of 9 samples per second.

The class labels are:  
1. Move-Forward,  
2. Slight-Right-Turn,  
3. Sharp-Right-Turn,  
4. Slight-Left-Turn  

It ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openml:1501,1501,openml_cc18,openml_cc18:1501,semeion,2026-08-31T21:41:08.783928+00:00,False,False,none,prefilter_not_binary:10.0,EXCLUDE,1,Class,"**Author**: Semeion Research Center of Sciences of Communication     
**Source**: [UCI](http://archive.ics.uci.edu/ml/datasets/semeion+handwritten+digit)     
**Please cite**: Semeion Research Center of Sciences of Communication, via Sersale 117, 00128 Rome, Italy 
Tattile Via Gaetano Donizetti, 1-3-5,25030 Mairano (Brescia), Italy.    

### Dataset Description

Semeion Handwritten Digit Data Set, where 1593 handwritten digits from around 80 persons were scanned and documented. The each of the 256 variables V1 - V256 describe one of the pixels and their corresponding values. 

### Sources

The dataset was created by Tactile Srl, Brescia, Italy (http://www.tattile.it) and donated in 1994 to Semeion Research Center of Sciences of Communication, Rome, Italy (http://www.semeion.it), for machin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openml:1506,1506,climb,climb:1506,thoracic-surgery,2026-08-31T21:41:09.491340+00:00,False,False,none,prefilter_rows_out_of_range:470.0,EXCLUDE,1,Class,"**Author**:   
**Source**: UCI    
**Please cite**: Zikeba, M., Tomczak, J. M., Lubicz, M., & Swikatek, J. (2013). Boosted SVM for extracting rules from imbalanced data in application to prediction of the post-operative life expectancy in the lung cancer patients. Applied Soft Computing.   

  
* Title: 
Thoracic Surgery Data Data Set 

* Abstract: 
The data is dedicated to classification problem related to the post-operative life expectancy in the lung cancer patients: class 1 - death within one year after surgery, class 2 - survival.

* Source:
Creators: Marek Lubicz (1), Konrad Pawelczyk (2), Adam Rzechonek (2), Jerzy Kolodziej (2) 
-- (1) Wroclaw University of Technology, wybrzeze Wyspianskiego 27, 50-370, Wroclaw, Poland 
-- (2) Wroclaw Medical University, wybrzeze L. Pasteura 1, 50-3",,,,470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openml:1508,1508,climb,climb:1508,user-knowledge,2026-08-31T21:41:09.492329+00:00,False,False,none,prefilter_rows_out_of_range:403.0,EXCLUDE,1,Class,"**Author**:   
**Source**: UCI    
**Please cite**:  H. T. Kahraman, Sagiroglu, S., Colak, I., Developing intuitive knowledge classifier and modeling of users' domain dependent data in web, Knowledge Based Systems, vol. 37, pp. 283-295, 2013.   

* Title:  

User Knowledge Modeling Data Set 

* Abstract: 

It is the real dataset about the students' knowledge status about the subject of Electrical DC Machines. The dataset had been obtained from Ph.D. Thesis.

* Source:

-- Creators: Hamdi Tolga Kahraman (htolgakahraman '@' yahoo.com) 
-- Institution: Faculty of Technology, Department of Software Engineering, Karadeniz Technical University, Trabzon, Turkiye 
-- Creators: Ilhami Colak (icolak '@' gazi.edu.tr) 
-- Institution: Faculty of Technology, Department of Electrical and Electronics Eng",,,,403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
